Name,Z_bin,Rate,-Stat,+Stat,-System,+System,Notes
theligoscientificcollaboration_2021,0,188.47,-121.39,258.75,0,0,PDB (pair) model
theligoscientificcollaboration_2021,0,543.05,-284.30,479.16,0,0,PDB (ind) model
theligoscientificcollaboration_2021,0,182.08,-134.17,383.33,0,0,MS model
theligoscientificcollaboration_2021,0,102.22,-79.86,198.05,0,0,BGP model
