Name,Z_bin,Rate,-Stat,+Stat,-System,+System,Notes
theligoscientificcollaboration_2021,0,3066.63,-2236.09,5430.50,0,0,PDB (pair) model
theligoscientificcollaboration_2021,0,798.60,-638.88,2044.42,0,0,PDB (ind) model
theligoscientificcollaboration_2021,0,1501.37,-1309.71,4472.17,0,0,MS model
theligoscientificcollaboration_2021,0,316.25,-274.72,830.55,0,0,BGP model
